# n gamma re_zetaprime im_zetaprime
17726 16240.027424299 -2.784015116318e-01 1.891915909556e+00
17727 16241.106311676 6.750699009133e+00 4.818100258086e+00
17728 16242.014832974 7.139402726854e+00 1.388865517832e+00
17729 16242.536895228 2.599361941963e+00 8.770796583407e+00
17730 16243.628724610 1.924229721902e+01 2.608128476561e+00
17731 16244.753357996 5.263156490261e+00 -1.151729403389e+01
17732 16245.534321251 3.153132730787e+00 -5.745004410863e+00
17733 16246.258354933 2.711350118962e+00 -2.638976256674e+00
17734 16246.850267580 2.760444373081e+00 1.220003986574e-01
17735 16247.263563175 3.869152925016e-02 4.380975326780e+00
17736 16248.680991978 6.307727338666e+00 -7.407472246221e+00
17737 16249.571068765 1.077262937296e+00 -2.952066539914e+00
17738 16250.035552403 1.898496978141e+00 1.823431407027e-01
17739 16250.439936079 -2.329993033208e-01 2.991581247735e+00
17740 16251.504984300 7.442254183470e+00 5.152125651368e+00
17741 16252.267437810 8.060123552413e+00 7.529973402138e+00
17742 16253.058218757 1.288489370851e+01 1.289955143029e+01
17743 16254.591912908 -3.039997810382e+00 -5.216066636168e+00
17744 16254.909499373 4.538954429609e+00 -9.424635914190e-01
17745 16255.808783078 5.726256048213e+00 -3.888676171262e+00
17746 16256.866250607 -5.038258818563e-02 -1.286256977356e+00
17747 16257.034213985 7.886473018477e-01 9.380052396439e-01
17748 16257.966661779 4.152703745855e+00 1.513448102762e+00
17749 16258.693098674 3.865428566093e+00 2.858410786524e+00
17750 16259.304438989 1.456089196433e+00 7.388353769449e+00
17751 16260.367232282 1.422454015385e+01 5.060292242419e+00
17752 16261.432206588 7.682130207207e+00 -6.487007429719e+00
17753 16262.029681138 8.417001631220e+00 7.821400245369e-01
17754 16262.969827046 6.530675946792e+00 -3.235052106832e+00
17755 16263.485263728 6.585766489525e+00 5.072406273649e+00
17756 16264.740241463 3.528786144522e+00 -7.547172174740e+00
17757 16265.350208668 5.451372416147e+00 -2.232371140647e+00
17758 16266.228055914 2.981559680573e+00 -2.493836593109e+00
17759 16266.673174584 3.213989997001e+00 2.684905502517e+00
17760 16267.789698500 4.290294452319e+00 -2.629575325994e+00
17761 16268.397574502 3.612380904056e+00 7.437752082415e-01
17762 16269.022695589 2.780721331777e+00 3.420468266174e+00
17763 16269.722325200 2.070293942424e+00 6.931223761125e+00
17764 16270.439435608 -5.492560547162e-01 1.644952453588e+01
17765 16272.201349562 -4.956463826699e+00 -7.135196812250e+00
17766 16272.590321101 5.004195413564e+00 -3.171371239914e+00
17767 16273.542240816 1.930456952978e+00 -4.481089816328e+00
17768 16274.248587281 1.394155568002e+00 -1.430241579056e+00
17769 16274.550145277 9.232926493367e-01 2.110323000771e+00
17770 16275.648407386 5.809771107765e+00 -9.258903435297e-02
17771 16276.264037720 4.896213683619e+00 4.177570958234e+00
17772 16277.195633248 9.123575362281e+00 1.725946516854e+00
17773 16278.232525886 3.314086270258e+00 -3.064332145596e+00
17774 16278.660718692 2.714962653797e+00 2.345855610769e+00
17775 16279.186342863 -1.673949281793e+00 7.565524518501e+00
17776 16280.831900969 2.633601860728e-01 -7.732610934422e+00
17777 16281.255255679 5.276028498222e+00 -3.112079013601e-01
17778 16281.900201448 7.408778110531e+00 4.522679419867e+00
17779 16282.999847845 9.614661611538e+00 -7.038682163109e+00
17780 16284.009232476 5.752530849368e-01 -5.043845186481e+00
17781 16284.576353727 2.690934968975e+00 -1.629357565609e+00
17782 16285.283403578 2.412352751620e+00 -4.429832210589e-01
17783 16285.794079435 1.593785119032e+00 2.242859074749e+00
17784 16286.500910864 1.344866888409e+00 5.177613062369e+00
17785 16287.275953193 1.841927212313e+00 1.152005664389e+01
17786 16288.547993316 1.241780427575e+01 -5.929212806524e+00
17787 16289.142661039 1.231950597520e+01 4.622681097162e+00
17788 16290.300118226 6.125407894343e+00 -1.064096541301e+01
17789 16291.153173679 1.588279945707e+00 -4.937886366487e+00
17790 16291.674285200 4.022791277564e+00 -6.744236372490e-01
17791 16292.427676954 4.780735279126e+00 6.907619780317e-02
17792 16293.094661325 5.440049000911e+00 3.221065538200e+00
17793 16294.252621937 2.114254101347e+00 -2.531549234722e+00
17794 16294.522264609 1.210033772735e+00 3.176392481334e+00
17795 16295.785765405 5.264788430641e+00 -3.739645974368e+00
17796 16296.406399542 4.301175842337e+00 3.649117668295e-01
17797 16296.981652454 3.026898272755e+00 4.372117492627e+00
17798 16297.763559475 5.158407660134e+00 8.660447029651e+00
17799 16298.624480156 1.354615981075e+01 1.370893687193e+01
17800 16300.024545791 1.116363244830e-02 -1.395216182414e+01
17801 16300.790865841 7.535011748526e-01 -5.748017053016e+00
17802 16301.583680766 1.820284285458e-01 -1.159383349493e+00
17803 16301.748251132 5.742051423560e-01 1.073619785059e+00
17804 16302.787234737 5.922742651594e+00 8.192258169929e-01
17805 16303.756790283 2.862618267403e+00 -1.684637271051e+00
17806 16304.152703107 1.604868956792e+00 2.820511918658e+00
17807 16304.962064013 3.705963717997e+00 5.950114713599e+00
17808 16305.707719201 4.359760127771e+00 1.207892094744e+01
17809 16306.934113471 1.586018980889e+01 -7.751626592589e+00
17810 16307.880098246 4.648583503679e+00 -7.766360019425e+00
17811 16308.532297474 5.380613699100e+00 -2.622369545243e+00
17812 16309.165142429 6.662808999716e+00 1.354187413749e+00
17813 16310.180971764 4.453234923986e+00 -3.391932186786e+00
17814 16310.636002526 4.639545465918e+00 3.923770023321e+00
17815 16311.849911951 4.529477563187e+00 -6.049659080764e+00
17816 16312.649044055 1.828756093912e+00 -2.441064740366e+00
17817 16313.084104075 2.358591696315e+00 1.299481362887e+00
17818 16313.787078890 3.029359959131e+00 3.678138508134e+00
17819 16314.689076861 4.988118158122e+00 2.582296544045e+00
17820 16315.165785772 -1.392044099299e+00 7.893317320651e+00
17821 16316.408839457 2.064196522462e+01 1.032477928917e-02
17822 16317.400871526 1.108710656473e+01 -1.048774728099e+01
17823 16318.289376794 3.753558742823e+00 -7.538352837409e+00
17824 16318.925455685 6.155205082964e+00 -3.108841778406e+00
17825 16320.030352086 -2.476066375754e-01 -2.498245586711e+00
17826 16320.456528940 1.362230169080e+00 -2.808991827630e-01
17827 16320.869148947 4.917569202625e-01 1.889325085700e+00
17828 16321.547815944 -1.417984874825e+00 6.370848297894e+00
17829 16323.108924301 1.912879157660e+00 -5.003676060853e+00
17830 16323.458393826 3.660563136562e+00 2.305711553818e+00
17831 16324.248153267 6.862760125823e+00 4.684482593557e+00
17832 16325.129730746 1.051589562584e+01 2.964943196068e+00
17833 16325.935680173 1.279990690149e+01 3.240758122420e+00
17834 16326.993060846 8.145580746024e+00 -7.856699189822e+00
17835 16327.816940114 3.693932246768e+00 -4.331913917562e+00
17836 16328.277970234 5.438304706373e+00 2.724168342423e+00
17837 16329.518579766 1.549022855148e+00 -5.017648789534e+00
17838 16330.028735840 3.826778424457e+00 -5.213974964425e-01
17839 16330.861582251 3.293213650711e+00 -9.047657683590e-01
17840 16331.385931704 2.540870458242e+00 2.679806292633e+00
17841 16332.261560680 4.530670324226e+00 2.540605835685e+00
17842 16332.877913979 2.123539097527e+00 5.977588956927e+00
17843 16333.547665912 -2.378250676403e+00 1.410045144054e+01
17844 16335.126588046 4.849538242762e+00 -1.959373713903e+01
17845 16336.137371274 -2.080339959049e+00 -3.108472787433e+00
17846 16336.538618658 1.691113220203e+00 -1.148407087531e+00
17847 16336.949501902 1.865010084582e+00 2.498630411992e+00
17848 16338.077493187 5.774491575675e+00 -2.197982735520e+00
17849 16338.711631945 5.678814955198e+00 1.661580275617e+00
17850 16339.587098267 6.952836013628e+00 -1.102073123072e-01
17851 16340.509385975 3.149200612513e+00 -1.722298179216e+00
17852 16340.856242263 1.133024276156e+00 3.749952225335e+00
17853 16341.912931523 9.556598419372e+00 2.586179171366e+00
17854 16342.837873927 6.693382360784e+00 -1.573053172315e+00
17855 16343.323209044 4.131481545448e+00 6.469987085388e+00
17856 16344.345371461 1.444500599064e+01 1.816456968448e+00
17857 16345.210657369 1.603876455849e+01 -2.187076697939e+00
17858 16346.437145542 -1.745030155908e+00 -6.961823827110e+00
17859 16347.138604079 2.455598540229e-01 -1.769506177636e+00
17860 16347.386916512 1.381056099139e+00 1.241743096011e+00
17861 16348.642000568 5.296887522184e-01 -9.475353978100e-01
17862 16348.778236439 2.834162196311e-02 1.092283099238e+00
17863 16349.859104430 4.444225414566e+00 2.072958443228e+00
17864 16350.315569324 -1.445151235467e+00 6.701586403550e+00
17865 16351.653578234 1.293769789158e+01 -4.523949616958e+00
17866 16352.337529844 1.142403010397e+01 1.329245967170e+00
17867 16353.169998597 1.406823855316e+01 -2.244688199862e-01
17868 16354.346359210 5.052748028030e-01 -7.126024266832e+00
17869 16354.925373408 3.221627892382e+00 -2.374758060774e+00
17870 16355.495535536 4.236921826921e+00 1.147010801562e+00
17871 16356.312559792 6.045127591847e+00 1.182942231991e+00
17872 16357.053678755 7.390326077443e+00 3.305330357361e+00
17873 16358.096942886 7.065080311479e+00 -4.237452593382e+00
17874 16359.092617965 4.431390991371e-01 -1.687335702067e+00
17875 16359.330518572 9.565077833491e-01 1.186031717158e+00
17876 16360.027139824 1.119858468052e+00 3.947229413724e+00
17877 16360.634640737 -4.434013056641e+00 8.595872344197e+00
17878 16362.134392519 1.520938532343e+01 -1.304660896398e+01
17879 16362.935887058 9.667872297961e+00 -8.466362508619e+00
17880 16363.818502669 4.097471544266e+00 -7.118392998069e+00
17881 16364.556709741 3.761700029476e+00 -3.950666180511e+00
17882 16365.344586531 2.273049913829e+00 -2.189315180339e+00
17883 16365.801712098 2.776592153844e+00 1.808429254312e+00
17884 16366.792279776 3.922973662710e+00 -6.999611666037e-01
17885 16367.311625282 2.451238760345e+00 3.236949505223e+00
17886 16368.034915172 2.801820583351e+00 7.653071170444e+00
17887 16369.116994022 1.239537218119e+01 1.319283872665e+00
17888 16369.931795228 1.120686963703e+01 4.855527177984e-01
17889 16370.715299061 1.224341944982e+01 1.273305262900e+00
17890 16371.825499703 3.052757885178e+00 -6.320881956969e+00
17891 16372.379143876 4.331010454500e+00 -6.838789420515e-01
17892 16372.848468551 2.806885164966e+00 6.095363108599e+00
17893 16374.320130341 5.213178958770e-01 -8.144025292892e+00
17894 16375.054828037 7.594550895413e-01 -2.322072858877e+00
17895 16375.381670527 1.992654329215e+00 1.367569153863e+00
17896 16376.401856132 3.013100605014e+00 -8.311849473540e-01
17897 16376.782338500 7.014944481084e-01 3.556324566867e+00
17898 16377.914944983 7.194834914743e+00 4.554733948734e-01
17899 16378.707569407 2.346617597199e+00 2.058238274026e-01
17900 16378.863667687 -2.436486004376e+00 1.415941566338e+00
17901 16380.622896580 8.301883398248e+00 -1.917623425342e+01
17902 16381.510053034 5.205845513156e-01 -8.527943846980e+00
17903 16382.268701459 7.228789023419e-01 -3.251302512082e+00
17904 16382.709555203 2.938860268689e+00 1.637903698680e-01
17905 16383.560055906 3.177175269445e+00 -4.730592337724e-01
17906 16384.007916115 1.376419455856e+00 3.909936522141e+00
17907 16385.142081165 7.829225965852e+00 -6.819927961178e-01
17908 16385.826226731 7.225802591005e+00 2.751744978859e+00
17909 16386.839829674 4.966054718249e+00 -2.593009925086e+00
17910 16387.333993437 3.923131748128e+00 3.418337861647e+00
17911 16388.099565546 6.262082882668e+00 7.088028401996e+00
17912 16389.050980011 1.366393178504e+01 3.440212932233e+00
17913 16389.963674976 1.451693794312e+01 -2.967323722177e+00
17914 16391.006453829 3.368725813803e+00 -7.767527790427e+00
17915 16391.640538789 4.706945166365e+00 -2.657947381934e+00
17916 16392.231610437 6.403894674504e+00 1.999649319601e+00
17917 16393.527710883 -2.749390513920e-01 -3.305617694314e+00
17918 16393.951532464 2.066672327674e+00 -3.744511623307e-01
17919 16394.582488300 2.058946648438e+00 1.073341331789e+00
17920 16395.099842737 -5.911897687773e-02 3.611196318864e+00
17921 16395.942911931 1.578716401289e+00 9.895689350658e+00
17922 16396.906538693 1.467801283955e+01 1.405696875747e+01
17923 16398.244722242 2.726127932867e+00 -1.263975969401e+01
17924 16399.002365035 1.401569603911e+00 -3.573223101448e+00
17925 16399.292715558 2.879001917482e+00 2.979125366197e+00
17926 16400.791356999 -4.721663365253e-01 -1.181634391471e+00
17927 16400.901318729 8.765710896704e-01 8.299731768105e-01
17928 16401.954340519 4.532552688694e+00 -1.121203275772e+00
17929 16402.452582406 3.340431207730e+00 4.566026387540e+00
17930 16403.694813426 4.224124276936e+00 -4.399679973130e+00
17931 16404.273804014 4.169681738449e+00 2.432184943635e-01
17932 16404.889286535 3.795008082327e+00 3.744666063211e+00
17933 16405.747598322 6.911413708615e+00 4.179980376159e+00
17934 16406.561071808 7.966172123173e+00 4.203268944261e+00
17935 16407.199649911 5.989868041325e+00 1.222095016401e+01
17936 16408.490335862 1.346927629770e+01 -1.445424055653e+01
17937 16409.599920960 -2.241181879431e+00 -4.377155724620e+00
17938 16410.005885649 3.041292702592e+00 -1.659235543837e+00
17939 16410.899268253 1.603042804762e+00 -1.909090675896e+00
17940 16411.326965459 1.919262625820e+00 1.276033108811e+00
17941 16411.986040290 2.020951726922e+00 4.346637423095e+00
17942 16413.037171542 7.183753959418e+00 1.027490957481e+00
17943 16413.709158457 6.040729923311e+00 4.498254003983e+00
17944 16414.633093941 7.135343970827e+00 1.055719101158e+00
17945 16415.095634806 9.838640172281e-01 9.615671879765e+00
17946 16416.600723769 3.296249285152e+00 -1.238557804951e+01
17947 16417.322901411 3.040635224849e+00 -4.843611613049e+00
17948 16417.889488566 4.695758145326e+00 -4.599584221661e-01
17949 16418.581289472 5.879927983199e+00 1.963656410960e+00
17950 16419.360752845 9.015269079551e+00 3.783725089824e+00
17951 16420.662432716 -5.150527605817e-02 -4.561104145773e+00
17952 16421.103680322 2.951808159425e+00 -5.263472522856e-01
17953 16421.733139456 3.677715791178e+00 1.955490737045e+00
17954 16422.727758386 3.015998139893e+00 -8.764092810566e-01
17955 16423.108330137 6.645822785028e-01 3.129108462581e+00
17956 16423.819347318 -1.256183908261e+00 9.250951467504e+00
17957 16424.960819701 2.123747494292e+01 7.907459021436e+00
17958 16426.143560084 6.067279005147e+00 -1.375231625117e+01
17959 16426.916156785 3.987439814038e+00 -7.006481300139e+00
17960 16427.654070921 3.623574096688e+00 -3.845226974095e+00
17961 16428.313876385 4.470243421641e+00 -1.234451968611e+00
17962 16429.085930019 4.704631696172e+00 -7.855657525977e-01
17963 16430.001658896 1.610654576833e+00 -1.166414189890e+00
17964 16430.267128604 2.083345420303e-01 2.066652118738e+00
17965 16431.072925467 1.152101502148e+00 8.860954612343e+00
17966 16432.455098026 6.109783581380e+00 -7.027332758250e+00
17967 16433.065148470 5.787494600915e+00 -6.616336473991e-01
17968 16433.694540627 5.522687625347e+00 3.396342317712e+00
17969 16434.396217620 6.749954305723e+00 9.091067415925e+00
17970 16435.648046059 8.097022422559e+00 -9.250363773643e+00
17971 16436.332101798 8.197644165564e+00 -3.482641729681e+00
17972 16437.152395403 7.471442719703e+00 -3.963572618552e+00
17973 16438.140043694 1.308548321582e+00 -3.716731392992e+00
17974 16438.590355406 3.160384329945e+00 4.371531826341e-01
17975 16439.300971306 4.623670933362e+00 2.424415051604e+00
17976 16440.485090441 9.816469006832e-01 -1.652364978430e+00
17977 16440.755948227 7.681057137388e-01 1.311799904947e+00
17978 16441.222797861 -2.978024280123e+00 3.041195788786e+00
17979 16442.490873945 1.737500385556e+01 9.437887687290e+00
17980 16443.463303499 2.060303261997e+01 -3.902818468346e+00
17981 16444.601008149 5.269346783992e-01 -1.087843511480e+01
17982 16445.434754697 -2.513758455949e-01 -2.762128187778e+00
17983 16445.761613912 2.370016127096e+00 4.652893002959e-01
17984 16446.592089650 3.870853679366e+00 2.618369112892e-01
17985 16447.129562916 2.535801940704e+00 4.911227872631e+00
17986 16448.274183671 9.347961438060e+00 -2.570570856843e+00
17987 16449.305486691 9.781218637462e-01 -2.408324048318e+00
17988 16449.571625270 1.464903397008e+00 1.881720196897e+00
17989 16450.401739725 4.538204123674e+00 4.528398058290e+00
17990 16451.186094129 6.683707135124e+00 7.447202843043e+00
17991 16452.129955508 1.369697553913e+01 3.742577548169e+00
17992 16453.164713218 7.214248486612e+00 -5.641178616091e+00
17993 16453.639391781 7.866699211155e+00 5.498158824515e+00
17994 16454.864933552 5.855232315220e+00 -1.072821142560e+01
17995 16455.765126348 5.021573029947e-01 -5.071509973029e+00
17996 16456.421452482 1.466362415301e+00 -1.899348705392e+00
17997 16456.898953575 2.091404297660e+00 7.613817879225e-01
17998 16457.553829684 2.281902127735e+00 2.957178023053e+00
17999 16458.389411240 4.275781871963e+00 4.120244943734e+00
18000 16459.084222045 3.493160336663e+00 8.339552289327e+00
18001 16460.132308358 1.303909165726e+01 2.522449820189e+00
18002 16460.877644452 1.399459043919e+01 5.908138016724e+00
18003 16462.192515604 -3.356487627152e-01 -5.341957144166e+00
18004 16462.493114990 4.404081041860e+00 1.484162678149e+00
18005 16463.493091983 7.253604660131e+00 -3.673358331213e+00
18006 16464.285897333 5.800172603846e+00 -2.782376023224e+00
18007 16465.081271833 3.914274068653e+00 -1.823303964550e+00
18008 16465.554410301 3.418282087360e+00 3.841293549858e+00
18009 16466.749402325 4.590386632777e+00 -4.008306408291e+00
18010 16467.304495884 5.034112228130e+00 1.227389492593e+00
18011 16468.305651339 2.613167140331e+00 -1.636318658293e+00
18012 16468.648077337 1.023484998953e+00 2.927517423634e+00
18013 16469.550468374 4.346894393082e+00 4.701224290192e+00
18014 16470.023924381 -5.572376154402e+00 9.468080692414e+00
18015 16472.087199733 -3.812937217305e+00 -1.036469002958e+00
18016 16472.322053519 2.194312267641e+00 -1.699207227734e+00
18017 16473.049929141 3.971199871929e+00 -1.595776398532e+00
18018 16473.718887920 5.213999703383e+00 6.636803810137e-01
18019 16474.726326030 3.330906379106e+00 -2.788050651393e+00
18020 16475.365853375 2.461049654225e+00 -1.785213177966e-01
18021 16475.744588343 -2.571698224374e-02 3.326908961538e+00
18022 16476.936199117 7.384154990252e+00 2.220035619509e-01
18023 16477.483744510 4.374441779998e+00 7.067357591058e+00
18024 16478.564834795 1.178897702828e+01 -1.146877561335e+00
18025 16479.274961040 1.167011892138e+01 2.974540346338e+00
18026 16480.384067227 4.559653263023e+00 -6.715000323110e+00
18027 16480.936955902 6.271399529323e+00 -5.570421849008e-02
18028 16481.652767718 8.453182239466e+00 2.756690220718e+00
18029 16482.707754845 6.744984697747e+00 -5.631615406550e+00
18030 16483.383468934 7.559013284148e+00 -1.640972113584e+00
18031 16484.591770447 -4.710127678367e-01 -1.789158209284e+00
18032 16484.873163026 1.301005569538e+00 2.715547142154e-01
18033 16485.422216481 9.809521480080e-01 2.423572711400e+00
18034 16486.135141958 3.234064521609e-01 6.566045704949e+00
18035 16487.307233087 8.924071081956e+00 4.427257746451e-01
18036 16487.796518817 3.155508603771e+00 1.000281806973e+01
18037 16488.991771560 1.901731300489e+01 -5.841648466896e+00
18038 16489.975034802 6.712809278494e+00 -1.109918691443e+01
18039 16490.826971612 2.283128370077e+00 -6.621652202273e+00
18040 16491.692449518 1.259760829117e-01 -1.883137272329e+00
18041 16491.991790636 1.447871576981e+00 7.160405742376e-01
18042 16492.616382590 1.679027211701e+00 3.674961648446e+00
18043 16493.578447670 7.635768861528e+00 4.139207758385e+00
18044 16494.508848149 9.314416909283e+00 -2.247871161192e-01
18045 16495.426205409 5.213873536815e+00 -2.805728128372e+00
18046 16496.024620132 4.345478422269e+00 1.307434417604e+00
18047 16496.590555375 2.401089540576e+00 6.288187043340e+00
18048 16497.558404934 1.260176833482e+01 7.513923337425e+00
18049 16498.672212407 8.672265529684e+00 -7.383699946338e+00
18050 16499.239528437 1.070145277885e+01 2.202604233986e+00
18051 16500.482099229 1.704100372541e-01 -7.142443418081e+00
18052 16501.089135950 2.596364004973e+00 -2.646901048264e+00
18053 16501.620423140 3.900016513766e+00 1.016882096075e+00
18054 16502.553229481 4.734265188916e+00 -1.338376841491e+00
18055 16503.277827838 3.946408111931e+00 5.347747285047e-02
18056 16503.955314264 3.255531884873e+00 1.728367829400e+00
18057 16504.578130449 1.673028612632e+00 4.035475903362e+00
18058 16505.100068628 -5.951227089693e+00 7.154643993040e+00
18059 16506.965021115 -2.829938186002e+00 -7.407374854822e+00
18060 16507.287504793 6.175772944763e+00 -3.939301428624e-01
18061 16508.365643414 2.279376386953e+00 -5.328546786662e+00
18062 16508.950506464 3.417036959768e+00 -1.160991227192e+00
18063 16509.429388760 3.027763800470e+00 4.049309352298e+00
18064 16510.654539468 5.324426280656e+00 -4.989918461849e+00
18065 16511.335254807 4.657646936265e+00 -1.396647416302e+00
18066 16511.995203946 4.695387744146e+00 1.209245508173e+00
18067 16512.705033028 5.580575062593e+00 3.810195200123e+00
18068 16513.800059025 4.136686388557e+00 -2.654321019132e+00
18069 16514.283181449 3.104241908032e+00 2.454463791821e+00
18070 16514.861814480 2.848985865057e-01 7.437970079888e+00
18071 16515.946414397 1.697257650048e+01 7.254876214146e+00
18072 16517.001182823 1.381703424231e+01 -9.599797839251e+00
18073 16517.871812534 7.368664964067e+00 -9.161210084793e+00
18074 16518.865076703 -4.194140175001e-01 -4.561671782238e+00
18075 16519.424451354 1.835264134284e+00 -1.620261510623e+00
18076 16519.928647478 2.477252963969e+00 1.145746106026e+00
18077 16520.791800766 3.204257406945e+00 5.710361770931e-01
18078 16521.252193467 2.839325646448e-01 4.326836831979e+00
18079 16522.292383561 9.254606194638e+00 5.691167802342e+00
18080 16523.221124998 1.079680682753e+01 3.909568632797e-01
18081 16524.067987269 7.387804601680e+00 -1.166431624583e+00
18082 16524.547730079 4.270340946780e+00 8.309481351528e+00
18083 16525.885653929 6.676619970427e+00 -1.112436287207e+01
18084 16526.701575596 2.703455058751e+00 -5.328426620552e+00
18085 16527.402420688 1.634316815838e+00 -1.431141769874e+00
18086 16527.638746391 2.047997945092e-01 2.588947609427e+00
18087 16528.954016609 8.798764772095e+00 -5.339000226803e+00
18088 16529.866869307 2.896520203258e+00 -4.492964356929e+00
18089 16530.559181337 2.226975894999e+00 -1.467270903395e+00
18090 16531.024398818 1.958926664795e+00 1.743205776351e+00
18091 16531.722970342 2.069130683799e+00 4.254248605453e+00
18092 16532.473952854 2.322506318258e+00 8.452557080906e+00
18093 16533.325472687 8.443509400467e+00 1.623761287007e+01
18094 16534.636944619 1.187958216676e+01 -1.597039568421e+01
18095 16535.581172583 5.001300644265e-01 -7.918397008809e+00
18096 16536.206397558 3.112850399781e+00 -3.390591095404e+00
18097 16536.832282812 4.383124938472e+00 -6.671533001691e-01
18098 16537.608806015 5.130440900665e+00 -3.453296337342e-01
18099 16538.545335813 1.990061240508e+00 -1.401155095555e+00
18100 16538.824477591 3.761750366705e-01 2.633885176024e+00
18101 16539.909984017 8.053999479208e+00 2.456209591186e+00
18102 16540.752221768 7.172221850077e+00 8.721226558534e-01
18103 16541.332708618 5.124237609835e+00 7.586103122229e+00
18104 16542.569523161 6.924444387265e+00 -6.478347224544e+00
18105 16543.259481800 4.399442906567e+00 -1.494809275486e+00
18106 16543.631028981 1.294859669576e+00 5.794094563165e+00
18107 16544.874689233 1.490434879917e+01 -6.388780561487e+00
18108 16545.924754373 1.341900139450e+00 -7.711864944438e+00
18109 16546.569708242 3.195610974292e+00 -3.269093544153e+00
18110 16547.298138353 2.670200295256e+00 -1.542208951137e+00
18111 16547.783370366 2.700333236943e+00 2.306789367731e+00
18112 16548.823937281 3.821676462172e+00 -9.729096142359e-01
18113 16549.282436392 1.939399519072e+00 3.688221665708e+00
18114 16550.250611708 5.445974383250e+00 2.402630968489e+00
18115 16550.719039474 -1.149970413546e+00 8.069774492320e+00
18116 16551.859277914 2.313641471277e+01 8.800795463643e+00
18117 16553.449676785 -1.783029907057e+00 -7.190838770766e-01
18118 16553.584477310 1.605814668677e+00 -2.386470396942e-01
18119 16554.340490955 5.335831480074e+00 8.904213262774e-02
18120 16555.322112576 3.335071089331e+00 -2.852817128398e+00
18121 16555.905683109 3.080717039287e+00 4.206245316011e-01
18122 16556.361991774 4.458262897104e-01 4.907540572435e+00
18123 16557.760847080 5.093733218032e+00 -6.255178657050e+00
18124 16558.463530759 3.567304055487e+00 -2.010527658403e+00
18125 16559.040991105 3.073562311015e+00 1.136244270546e+00
18126 16559.558581828 5.729188469882e-01 5.022098958181e+00
18127 16560.486316767 7.936803866733e+00 1.098168110841e+01
18128 16561.541162319 1.841038242771e+01 -1.252036974085e+00
18129 16562.626382911 3.339687414490e+00 -8.601591775949e+00
18130 16563.147744740 7.492450020184e+00 -8.445784347498e-01
18131 16564.062976772 7.516934389388e+00 -4.874925819749e+00
18132 16565.136962583 -2.382669635769e-01 -2.556810844613e+00
18133 16565.446636423 2.096925700348e+00 5.537789121261e-01
18134 16566.409336586 1.910957246286e+00 -7.897891008354e-01
18135 16566.758633653 4.110950351519e-01 2.061092375121e+00
18136 16567.399172295 -2.744841272439e+00 6.115800368755e+00
18137 16568.762986692 1.344429028944e+01 -3.252616689742e+00
18138 16569.448904174 1.176172199318e+01 2.415967843829e+00
18139 16570.353852008 1.284674045926e+01 -2.874991035539e+00
18140 16571.319283709 5.447210031103e+00 -6.605099305236e+00
18141 16571.948542469 6.776207456754e+00 -1.501769557076e+00
18142 16572.861049922 3.827390592398e+00 -3.036618458843e+00
18143 16573.305351772 4.072867441689e+00 3.578421854877e+00
18144 16574.512703715 4.031887562697e+00 -5.009693517248e+00
18145 16575.136466524 4.242688353310e+00 -8.974692324165e-01
18146 16575.778289277 4.518058490036e+00 1.937191381906e+00
18147 16576.614496326 6.073817992288e+00 1.569637573778e+00
18148 16577.488874929 4.666788457208e+00 -2.318775372193e-01
18149 16577.987009584 2.074183828776e+00 4.394582242675e+00
18150 16578.657404621 -6.813074625426e-01 1.135506367539e+01
18151 16579.897663979 2.622094351266e+01 -2.977870082577e+00
18152 16581.248962984 -4.524272167008e+00 -5.121759485850e+00
18153 16581.715163006 2.104903562125e+00 -3.201186958540e+00
18154 16582.568641684 4.450379063046e-01 -1.177665605085e+00
18155 16582.773000836 5.573253528600e-01 1.172598633843e+00
18156 16583.629088578 3.889202717185e+00 4.865526791786e+00
18157 16584.827552334 3.838989067023e+00 -3.122867925236e+00
18158 16585.313966295 3.231647654249e+00 1.948673627725e+00
18159 16585.878533438 7.590250343677e-01 6.839154392742e+00
18160 16587.252883456 3.791250840036e+00 -3.998758801990e+00
18161 16587.525056417 1.739960886675e+00 5.369036397275e+00
18162 16588.887833946 5.653471408788e+00 -8.238481249112e+00
18163 16589.466657590 7.547440872503e+00 -8.179205048566e-01
18164 16590.340898207 6.219666065201e+00 -2.705364272503e+00
18165 16590.883727355 6.736594381198e+00 4.538973221605e+00
18166 16592.229443289 2.165533674201e-02 -5.407738872903e+00
18167 16592.687462510 3.736283453731e+00 -8.729587610116e-01
18168 16593.505811038 3.709097572156e+00 -1.195337232899e+00
18169 16594.172493242 3.349319577471e+00 6.910347277423e-01
18170 16594.856648567 2.720449855679e+00 2.067435404458e+00
18171 16595.365728021 -1.137873299996e+00 5.207462781050e+00
18172 16596.284684149 4.555612899784e+00 1.688540508156e+01
18173 16597.706722547 6.520704259961e+00 -1.470135940622e+01
18174 16598.445326935 4.708686937240e+00 -6.203341419131e+00
18175 16598.999893998 7.845162585333e+00 2.770098707220e-01
18176 16600.143972026 1.439861162471e+00 -5.872528651717e+00
18177 16600.929535179 2.927771335893e-01 -9.912854487849e-01
18178 16601.077167768 3.094224253470e-01 1.020347624120e+00
18179 16602.100121785 5.075623997282e+00 2.073504993454e+00
18180 16602.725482839 3.805167927323e+00 6.881412247847e+00
18181 16603.984368239 5.862181329105e+00 -5.487629911909e+00
18182 16604.630713788 4.941731224136e+00 -7.836563582085e-01
